year,title,issn,id,doi,url_publicacion,conc_ciencia,titulo,abstract,tipo_fuente,autores,sjr_materia,fuente,,,,,,,,,Total articulos 2000-2024: 754
1975,Thermoluminescent Dating of Neolithic and Chalcolithic Pottery from Sites in Central Portugal,,960427,10.1111/j.1475-4754.1975.tb00112.x,,,THERMOLUMINESCENT DATING OF NEOLITHIC AND CHALCOLITHIC POTTERY FROM SITES IN CENTRAL PORTUGAL,"ABSTRACTS Samples of Neolithic and Chalcolithic pottery from nine sites in the Upper Alentejo and Estremadura regions of Portugal have been dated by the thermoluminescence method (quartz inclusion technique). The project was designed to help establish an absolute chronology for the Neolithic and Chalcolithic periods in this area, and to try to elucidate the chronological relationships between settlement sites and burial sites (‘dolmens’) in the same area. Portugal was confirmed, together with Brittany, as being one of the earliest foci of megalith builders.",['Revista'],1|E. H. WHITTLE; 2|J. M. ARNAUD,,Archaeometry,,,,,,,,,
1975,Una Necrópolis de la Edad del Bronce en Yuncos (Toledo),,959875,,,,Una necrópolis de la Edad del Bronce en Yuncos (Toledo),,['Revista'],1|Felipe Ruiz Fernández,,Sautuola: Revista del Instituto de Prehistoria y Arqueología Sautuola,,,,,,,,,
1976,"Excavaciones en La Ceñuela"", Mazarrón, Murcia""",,959803,,,,"Excavaciones en ""La Ceñuela"", Mazarrón (Murcia)",,['Revista'],1|Alonso Zamora Canellada,,,,,,,,,,,
1976,Algunas consideraciones sobre los sepulcros megalíticos de Menorca,,960056,,,,Algunas consideraciones sobre los sepulcros megalíticos de Menorca,,['Revista'],1|Lluís Plantalamor Massanet,,Sautuola: Revista del Instituto de Prehistoria y Arqueología Sautuola,,,,,,,,,
1976,"Cueva de la Vaquera o Fuentedura (Torreiglesias, Segovia)",,959693,,,,"Cueva de La Vaquera o Fuentedura, Torreiglesias (Segovia)",,['Revista'],1|Alonso Zamora Canellada,,,,,,,,,,,
1976,El Asturiense Cantábrico,,959486,,,,El asturiense cantábrico,,['Revista'],1|Geoffrey A. Clark,,,,,,,,,,,
1976,"El Yacimiento Prehistórico de la Cueva de Hundidero-Gato, Benaoján (Málaga)",,960235,,,,"El yacimiento prehistórico de la Cueva de Hundidero-Gato, Benaoján (Málaga): I Campaña",,['Revista'],1|Luis de Mora-Figueroa Dingwall-Williams,,Noticiario Arqueológico Hispánico,,,,,,,,,
1976,"Excavaciones en Canyamel (Capdepera, Mallorca)",,960064,,,,"Excavaciones en Canyamel, Capdepera (Mallorca)",,['Revista'],1|J. Camps Coll; 2|Guillem Rosselló Bordoy,,Noticiario Arqueológico Hispánico,,,,,,,,,
1976,"Excavaciones en el Abrigo Vidal I, en Prado do Inferno",,960486,,,,"Excavaciones en el abrigo Vidal I, en Prado do Inferno: excavaciones en Pena Grande; excavaciones en Os Penedos de O Carrizo; excavaciones en el Monte Ardegán (Campo Lameiro-Moraña)",,['Revista'],1|Carlos Alonso del Real y Ramos; 2|José Manuel Vázquez Varela,,Noticiario Arqueológico Hispánico,,,,,,,,,
1976,La Espada de Entrambasaguas: Aportación a la Secuencia de las Espadas del Bronce en el Norte de la Península Ibérica,,958544,,,,La espada de Entrambasaguas. Aportación a la secuencia de las espadas del Bronce en el Norte de la Península Ibérica,,['Revista'],1|Martín Almagro Gorbea,,,,,,,,,,,
1976,"Un Asentamiento en Cueva de la Edad del Bronce, el Forat de Cantallops (Ares del Maestre, Castellón)",0212-1824,960266,,,,"Un asentamiento en cueva de la Edad del Bronce: el Forat de Cantallops (Ares del Maestre, Castellón)",,['Revista'],1|Carmen Rosa Olaria Puyoles; 2|Francesc Gusi i Jener,,Cuadernos de Prehistoria y Arqueologi?a Castellonense/cuadernos de Prehistoria y Arqueología Castellonense,,,,,,,,,
1977,"Apuntes complementarios sobre la cueva de la Edad del Hierro de Son Maimó, Petra (Mallorca)",,448565,,,,"Apuntes complementarios sobre la Cueva de la Edad del Hierro de Son Maimó, Petra (Mallorca)",,['Revista'],"1|Veny Melià, Cristóbal",1204|Archeology (arts and Humanities); 3302|Archeology,Trabajos de Prehistoria,,,,,,,,,
1977,Avance sobre las excavaciones en las navetas de habitación de Clariana (Menorca),,960057,,,,Avance sobre las excavaciones en las navetas de habitación de Clariana (Menorca),,['Revista'],1|J. Anglada; 2|Lluís Plantalamor Massanet; 3|C.R. Larrucea,,,,,,,,,,,
1977,El Abrigo de Verdelpino (Cuenca): Noticia de los Trabajos de 1976,0082-5638,448564,,,,El Abrigo de Verdelpino (Cuenca). Noticia de los trabajos de 1976,,['Revista'],"4|López García, Pilar; 1|Moure Romanillo, José Alfonso; 2|Fernández-Miranda Fernández, Manuel; 3|Morales Muñiz, Arturo",,Trabajos de Prehistoria,,,,,,,,,
1977,"El Poblado de la Edad del Bronce de Orpesa la Vella (Orpesa del Mar, Castellón)",0212-1824,959916,,,,"El poblado de la Edad del Bronce de Orpesa la Vella (Orpesa del Mar, Castellón)",,['Revista'],1|Carmen Rosa Olaria Puyoles; 2|Francesc Gusi i Jener,,Cuadernos de Prehistoria y Arqueologi?a Castellonense/cuadernos de Prehistoria y Arqueología Castellonense,,,,,,,,,
1977,El Proceso de Transición Epipaleolítico-Neolítico en la Cueva de Zatoya,0032-8472,959572,,,,El proceso de transición Epipaleolítico-Neolítico en la cueva de Zatoya,,['Revista'],1|Ignacio Barandiarán Maestu,,Príncipe de Viana,,,,,,,,,
1977,El Puntal sobre la Rambla Castellarda y el Poblamiento Eneolítico en la Región Valenciana,,958823,10.7203/saitabi..5699,,,"El ""Puntal sobre la Rambla Castellarda"" y el poblamiento eneolítico en la región valenciana",,['Revista'],1|Jose Aparicio Perez; 2|Jose Vicente Martinez Perona; 3|Julian San Valero Aparisi,,,,,,,,,,,
1977,El Puntal sobre la Rambla Castellarda y el Poblamiento Eneolítico en la Región Valenciana,,958823,10.7203/saitabi..5699,,,"El ""Puntal sobre la Rambla Castellarda"" y el poblamiento eneolítico en la región valenciana",,['Revista'],1|Jose Aparicio Perez; 2|Jose Vicente Martinez Perona; 3|Julian San Valero Aparisi,,,,,,,,,,,
1977,El Recientemente Destruido Poblado de El Tarajal,,959494,,,,"El recientemente destruido poblado de ""El Tarajal""",,['Revista'],1|María Josefa Almagro Gorbea,,,,,,,,,,,
1977,"Excavaciones en la Necrópolis Megalítica de Las Churuletas (Purchena, Almería)",,960260,,,,"Excavaciones en la necrópolis megalítica de las Churuletas (Purchena, Almería)",,['Revista'],1|Carmen Rosa Olaria Puyoles,,,,,,,,,,,
1977,Harwell Radiocarbon Measurements II,0033-8222,960282,10.1017/s0033822200003738,,,Harwell Radiocarbon Measurements II,"Since publication of Harwell I (R, 1974, v 16, p 178-191) the laboratory has been officially set up to operate a commercial radiocarbon dating service. To accommodate an increased number of samples the combustion and benzene synthesis rigs have been rebuilt as simultaneously-operated twin-line systems.",['Revista'],1|R L Otlet,,Radiocarbon,,,,,,,,,
1977,Las Dataciones de C-14 en el País Valenciano,0212-1824,959814,,,,Las dataciones de C-14 en el País Valenciano,"El proposito de este trabajo ha sido recopilar todas las dataciones de radiocarbono que se poseen en la actualidad para el Pais Valenciano. Huelga decir que algunas de estas fechas fueron ya publicadas en su momento por separado a medida que fueron recogidas; sin embargo, consideramos de utilidad poder contemplarlas todas en su conjunto; damos con ello un mapa de dispersion referido a los yacimientos a donde pertenecen y su correspondiente etapa cultural. Revisando estas dataciones, hemos comprobado que algunas de ellas no siempre coinciden en las diferentes citas. Una misma fecha de C-14 aparece a menudo cambiada o modificada en los distintos articulos consultados. No queremos con esto culpar a los autores de las diversas publicaciones, asi como tampoco a los laboratorios que han realizado los respectivos analisis, sino que en muchos casos creemos que se trata de simples errores de imprenta que posteriormente se han recogido en las citas subsiguientes. Tambien, en casos no se trata de simples errores tipograficos, sino incluso de la misma confusion que existe a la hora de su publicacion correcta. A la vista de los hechos, se hace patente que no existe un criterio unificador que garantice la correcta fechacion. Recordemos la convencion por la cual se sugirio que las fechas de C-14 expresadas en anos de radiocarbono fueran seguidas de las siglas ad, be o bp, siempre en letras minusculas; y que cuando esta misma fecha haya sido convertida en anos de calendario desde el momento presente, se expresaria con las siglas AD, Be o BP (After Date, Befare Christ, Befare Present), en letras mayusculas. Toda fechacion de radiocarbono debera ir acompanada no solo de estas siglas de conversion, sino tambien del numero de laboratorio y del nombre de este. Si la fecha estuviese calibrada tendria que ir acompanada del resultado de dicha calibracion y de su desviacion standard. Todo lo expuesto es bien conocido y no pretendemos descubrirlo, pero si recordarlo. Lamentablemente, son numerosas las divergencias que se constatan en las publicaciones de dataciones de C-14, y nos ayudaria enormemente· a todos adoptar un criterio unificado y definitivo para evitarlas. No es la primera vez que se plantea la adopcion de este 'criterio.! La recopilacion de las fechas de C-14 para la Peninsula Iberica'fue iniciada de una manera metodica",['Revista'],1|Carmen Rosa Olaria Puyoles,,Cuadernos de Prehistoria y Arqueologi?a Castellonense/cuadernos de Prehistoria y Arqueología Castellonense,,,,,,,,,
1977,The Bell Beaker Cultures of Spain and Portugal,,959919,,,,The bell beaker cultures of Spain and Portugal,"These three volumes deal with the Iron Age grave materials from Magdalenska gora, excavated by the Duchess Paul Friedrich von Mecklenburg-Schwerin. The Duchess of Mecklenburg, a member of an Austrian royal family with estates in Slovenia, conducted her excavations in the early years of the twentieth century. The materials from Magdalenska gora were purchased by the Peabody Museum in the 1930s.",['Libro'],1|Richard J. Harrison,,,,,,,,,,,
1978,"El Tholos"" del Cerro de la Cabeza, en Valencina de la Concepción (Sevilla)""",0082-5638,960097,,,,"El ""tholos"" del Cerro de la Cabeza, en Valencina de la Concepción (Sevilla)",,['Revista'],1|Fernando Fernández Gómez; 2|Diego Ruiz Mata,,Trabajos de Prehistoria,,,,,,,,,
1978,"Bizkar: Nuevo Yacimiento de Depósitos en Hoyos (Maestu, Alava)",0425-3507,960143,,,,Bizkar: nuevo yacimiento de depósitos en Hoyos (Maestu-Alava),,['Revista'],1|Armando Llanos Ortiz de Landaluze,,Estudios de Arqueología Alavesa,,,,,,,,,
1978,"Ca Na Vidriera, una necrópolis del Primer Bronce Mallorquín",,960042,,,,Ca Na Vidriera: una necrópolis del Primer Bronce Mallorquín,"Description des 4 hypogees et de leur mobilier ceramique (a decor incise), osseux (boutons pyramidaux), lithique (brassard d'archer) du Bronze ancien majorquin pretalayotique (vers 1800 av. J.-C.). Pierre sculptee en forme de tete de taureau. Etude comparee.",['Revista'],1|Juan Llabrés Ramis,,Trabajos de Prehistoria,,,,,,,,,
1978,La Atalayuela: Fosa de Inhumación Colectiva del Eneolítico en el Ebro Medio,0032-8472,959573,,,,La Atalayuela: fosa de inhumación colectiva del Eneolítico en el Ebro Medio,,['Revista'],1|Ignacio Barandiarán Maestu,,Príncipe de Viana,,,,,,,,,
1978,Lyon Natural Radiocarbon Measurements VII,0033-8222,959808,10.1017/s003382220000388x,,,Lyon Natural Radiocarbon Measurements VII,"This list includes most of the measurements made in 1975 and 1976. Results lower than Ly-1000 are old measurements obtained with counters previously described, especially in R, 1973, v 15, p 134, when the laboratory was in the basement of the Nuclear Physics Institute. At the end of 1974 all the apparatus was transferred to a specially designed building with an isolated counting room overlain by 4m non-radioactive earth.",['Revista'],1|J Evin; 2|G Marien; 3|Ch Pachiaudi,,Radiocarbon,,,,,,,,,
1978,Secuencia cultural de la prehistoria de Mallorca,,960034,,,,Secuencia cultural de la prehistoria de Mallorca,,['Revista'],1|Manuel Fernández-Miranda,,,,,,,,,,,
1978,Una Inhumación Triple de Facies Cogotas I en San Román de la Hornija (Valladolid),0082-5638,959764,,,,Una inhumación triple de facies Cogotas I en San Román de la Hornija (Valladolid),,['Revista'],1|Germán Delibes de Castro,,Trabajos de Prehistoria,,,,,,,,,
1978,Vida y Muerte en Cueva Morín,,959896,,,,Vida y muerte en Cueva Morín,,['Revista'],1|Joaquín González Echegaray; 2|Leslie G. Freeman,,,,,,,,,,,
1979,"Estudio de los Materiales de Superficie de la Cueva de las Palomas"" (Teba, Málaga)""",,959469,,,,"Estudio de los materiales de superficie de la ""Cueva de las Palomas"" (Teba, Málaga)",,['Revista'],1|Teresa Aguado Mancha; 2|Ana Baldomero Navarro,,Mainake,,,,,,,,,
1979,"A Beaker workshop area in the Rock Shelter of Son Matge, Mallorca",,959900,10.1080/00438243.1979.9979749,,,"A Beaker workshop area in the rock shelter of Son Matge, Mallorca","Abstract The results of recent investigations in the Balearic Islands offer a great deal of new artefact and chronological information concerning the islands’ early settlement and the external cultural and trade influences that affected them, along with the development of the indigenous technological, economical, social and religious activities during prehistoric times. The current article presents some of the new information emerging from a Beaker workshop area in the Rock Shelter of Son Matge (6°’ 25’ E, 390 35’ N), Valldemosa, Mallorca, which is pertinent to early metal working in the Balearics during the second and first millennia B.C. It also presents chronological evidence in the form of a series of fifteen radiocarbon dates for the local Pretalayotic Period (culture of the caves) from c. 2700 b.c. to 1400 b.c., thirteen of which concern local Beaker contexts. Also included are the first results of electron microscopic analysis on samples of Balearic bronzes, part of a proposed series of some two hundred analyses from various local prehistoric periods.",['Revista'],1|William H. Waldren,,World Archaeology,,,,,,,,,
